concept,cogid,form_a,form_b,seg_a,seg_b,differing_features
accuse,31,akusaɾ,ɐkuzaɾ,s,z,voi
accuse,31,denunθjaɾ,ɐkuzaɾ,n,k,"voi,nas,ant,cor,back,hi,son"
accuse,31,denunθjaɾ,ɐkuzaɾ,θ,z,"voi,strid"
acorn,76,beʎota,bulɔtɐ,ʎ,l,"ant,hi"
admit,152,aðmitiɾ,kõfɨsaɾ,m,f,"cont,voi,nas,strid,son"
admit,152,aðmitiɾ,kõfɨsaɾ,t,s,"cont,strid"
admit,152,aðmitiɾ,ɐdmitiɾ,ð,d,cont
admit,152,komfesaɾ,ɐdmitiɾ,f,m,"cont,voi,nas,strid,son"
admit,152,komfesaɾ,ɐdmitiɾ,m,d,"nas,cor,lab,son"
admit,152,komfesaɾ,ɐdmitiɾ,s,t,"cont,strid"
admit,152,rekonoθɛɾ,kõfɨsaɾ,n,f,"cont,voi,nas,cor,lab,strid,son"
admit,152,rekonoθɛɾ,kõfɨsaɾ,θ,s,strid
admit,152,rekonoθɛɾ,ɐdmitiɾ,k,d,"voi,ant,cor,back,hi"
admit,152,rekonoθɛɾ,ɐdmitiɾ,n,m,"cor,lab"
admit,152,rekonoθɛɾ,ɐdmitiɾ,θ,t,cont
adobe,187,aðoβe,ɐdɔbɨ,ð,d,cont
adobe,187,aðoβe,ɐdɔbɨ,β,b,cont
adultery,208,aðultɛɾjo,ɐdulˠtɛɾju,l,lˠ,hi
adultery,208,aðultɛɾjo,ɐdulˠtɛɾju,ð,d,cont
again,353,otɾa+βɛθ,otɾɐ+veʃ,β,v,strid
again,353,otɾa+βɛθ,otɾɐ+veʃ,θ,ʃ,"ant,strid"
again,401,de+nweβo,dɨ+nɔvu,β,v,strid
alcoholfermenteddrink,492,beβiða+fɛɾmentaða,bɨbidɐ+fɨɾmẽtadɐ,ð,d,cont
alcoholfermenteddrink,492,beβiða+fɛɾmentaða,bɨbidɐ+fɨɾmẽtadɐ,ð,d,cont
alcoholfermenteddrink,492,beβiða+fɛɾmentaða,bɨbidɐ+fɨɾmẽtadɐ,β,b,cont
alloworpermit,604,dexaɾ,dɐiʃaɾ,x,ʃ,"cor,back,strid,hi"
alloworpermit,604,dexaɾ,pɨɾmitiɾ,d,p,"voi,cor,lab"
alloworpermit,604,dexaɾ,pɨɾmitiɾ,x,t,"cont,ant,cor,back,hi"
alloworpermit,604,pɛɾmitiɾ,dɐiʃaɾ,p,d,"voi,cor,lab"
alloworpermit,604,pɛɾmitiɾ,dɐiʃaɾ,t,ʃ,"cont,ant,strid"
ambush,764,aθetʃaɾ,ẽbuʃkadɐ,ɾ,d,"cont,hi,lo,son"
ambush,764,aθetʃaɾ,ẽbuʃkadɐ,θ,b,"cont,voi,cor,lab"
ancestors,803,antepasaðos,ɐ̃sɨʃtɾaiʃ,p,ʃ,"cont,ant,cor,lab,strid"
ancestors,803,antepasaðos,ɐ̃sɨʃtɾaiʃ,s,t,"cont,strid"
ancestors,803,antepasaðos,ɐ̃sɨʃtɾaiʃ,s,ʃ,ant
ancestors,803,antepasaðos,ɐ̃sɨʃtɾaiʃ,t,s,"cont,strid"
ancestors,803,antepasaðos,ɐ̃sɨʃtɾaiʃ,ð,ɾ,"hi,lo,son"
ancestors,803,antepasaðos,ɐ̃tɨpɐsaduʃ,s,ʃ,ant
ancestors,803,antepasaðos,ɐ̃tɨpɐsaduʃ,ð,d,cont
anchor,833,ankla,ɐ̃kuɾɐ,l,ɾ,"hi,lo"
anchor,833,ankla,ɐ̃kuɾɐ,n,k,"voi,nas,ant,cor,back,hi,son"
anger,881,enoxo,ʁaivɐ,x,v,"voi,ant,lab,back,strid,hi"
anger,881,raβja,ʁaivɐ,r,ʁ,"ant,cor,back,strid,hi,lo,son"
anger,881,raβja,ʁaivɐ,β,v,strid
animal,941,animal,ɐnimalˠ,l,lˠ,hi
ankle,988,toβiʎo,tuɾnuzɛlu,ʎ,l,"ant,hi"
ankle,988,toβiʎo,tuɾnuzɛlu,β,z,"cor,lab,strid"
announce,1028,anunθjaɾ,ɐnũsjaɾ,θ,s,strid
announce,1028,aβisaɾ,ɐnũsjaɾ,β,n,"cont,nas,cor,lab,son"
answer,1052,kontɛstaɾ,ʁɨʃpõdeɾ,k,ʁ,"cont,voi,strid,hi"
answer,1052,kontɛstaɾ,ʁɨʃpõdeɾ,n,ʃ,"cont,voi,nas,ant,strid,son"
answer,1052,kontɛstaɾ,ʁɨʃpõdeɾ,t,d,voi
answer,1052,kontɛstaɾ,ʁɨʃpõdeɾ,t,p,"cor,lab"
answer,1052,rɛspondɛɾ,ʁɨʃpõdeɾ,r,ʁ,"ant,cor,back,strid,hi,lo,son"
answer,1052,rɛspondɛɾ,ʁɨʃpõdeɾ,s,ʃ,ant
ant,1083,oɾmiɣa,fuɾmigɐ,ɣ,g,cont
anvil,1140,ɟʝunke,bigɔɾnɐ,k,n,"voi,nas,ant,cor,back,hi,son"
anvil,1140,ɟʝunke,bigɔɾnɐ,n,ɾ,"cont,nas,hi,lo"
anvil,1140,ɟʝunke,bigɔɾnɐ,ɟ,b,"ant,lab,hi"
anvil,1140,ɟʝunke,bigɔɾnɐ,ʝ,g,"cont,back"
anxiety,1145,pɾeokupaθjon,pɾiukupɐsɐ̃ũ,θ,s,strid
approach,1196,aθɛɾkaɾse,ɐpɾusimaɾ,k,s,"cont,ant,cor,back,strid,hi"
approach,1196,aθɛɾkaɾse,ɐpɾusimaɾ,ɾ,m,"cont,nas,cor,lab,hi,lo"
approach,1196,aθɛɾkaɾse,ɐpɾusimaɾ,θ,p,"cont,cor,lab"
arm,1267,bɾaθo,bɾasu,θ,s,strid
armour,1317,aɾmaðuɾa,ɐɾmɐduɾɐ,ð,d,cont
armpit,1355,aksila,suvaku,l,k,"cont,voi,ant,cor,back,hi,son"
armpit,1355,aksila,suvaku,s,v,"voi,cor,lab"
armpit,1355,soβako,suvaku,β,v,strid
armpit,1355,soβako,ɐksilɐ,k,l,"cont,voi,ant,cor,back,hi,son"
armpit,1355,soβako,ɐksilɐ,β,s,"voi,cor,lab,strid"
army,1357,exɛɾθito,izɛɾsitu,x,z,"voi,ant,cor,back,strid,hi"
army,1357,exɛɾθito,izɛɾsitu,θ,s,strid
army,1357,tɾopas,izɛɾsitu,p,s,"cont,cor,lab,strid"
army,1357,tɾopas,izɛɾsitu,s,t,"cont,strid"
army,1357,tɾopas,izɛɾsitu,ɾ,z,"strid,hi,lo,son"
arrive,1390,alkanθaɾ,ʃɨgaɾ,k,ʃ,"cont,cor,back,strid,hi"
arrive,1390,alkanθaɾ,ʃɨgaɾ,θ,g,"cont,voi,ant,cor,back,hi"
arson,1517,inθendjo+pɾemeðitaðo,ĩsẽdju+kulˠpɔzu,p,k,"ant,lab,back,hi"
arson,1517,inθendjo+pɾemeðitaðo,ĩsẽdju+kulˠpɔzu,t,p,"cor,lab"
arson,1517,inθendjo+pɾemeðitaðo,ĩsẽdju+kulˠpɔzu,ð,lˠ,"hi,son"
arson,1517,inθendjo+pɾemeðitaðo,ĩsẽdju+kulˠpɔzu,ð,z,strid
arson,1517,inθendjo+pɾemeðitaðo,ĩsẽdju+kulˠpɔzu,θ,s,strid
askinquire,1584,pɾeɣuntaɾ,pɨɾgũtaɾ,ɣ,g,cont
autumn,1879,otoɲo,otɔnu,ɲ,n,"ant,cor,hi"
awl,1927,punθon,suvɛlɐ,n,v,"cont,nas,cor,lab,strid,son"
awl,1927,punθon,suvɛlɐ,p,s,"cont,cor,lab,strid"
baby,1986,niɲo,nɨne,ɲ,n,"ant,cor,hi"
baby,1996,beβe,bɨbe,β,b,cont
bald,2354,pelaðo,kalˠvu,l,lˠ,hi
bald,2354,pelaðo,kalˠvu,p,k,"ant,lab,back,hi"
bald,2354,pelaðo,kalˠvu,ð,v,"cor,lab,strid"
ball,2382,gloβo,bolɐ,g,b,"ant,lab,back,hi"
ball,2382,gloβo,bolɐ,β,l,"cor,lab,son"
ball,2382,gloβo,ʃfɛɾɐ,g,ʃ,"cont,voi,cor,back,strid,hi"
ball,2382,gloβo,ʃfɛɾɐ,l,f,"voi,cor,lab,strid,son"
ball,2382,gloβo,ʃfɛɾɐ,β,ɾ,"cor,lab,hi,lo,son"
