concept,cogid,form_a,form_b,seg_a,seg_b,differing_features
master,28568,dweɲo,pɐtɾɐ̃ũ,d,p,"voi,cor,lab"
master,28568,dweɲo,pɐtɾɐ̃ũ,ɲ,ɾ,"cont,nas,ant,cor,hi,lo"
master,28568,dweɲo,sɨɲɔɾ,d,s,"cont,voi,strid"
master,28568,patɾon,dɔnu,p,d,"voi,cor,lab"
master,28568,patɾon,dɔnu,t,n,"voi,nas,son"
master,28568,patɾon,sɨɲɔɾ,n,ɾ,"cont,nas,hi,lo"
master,28568,patɾon,sɨɲɔɾ,p,s,"cont,cor,lab,strid"
master,28568,patɾon,sɨɲɔɾ,t,ɲ,"voi,nas,ant,cor,hi,son"
mat,28588,ɛstɛɾa,tɐpɛtɨ,t,p,"cor,lab"
mat,28588,ɛstɛɾa,tɐpɛtɨ,ɾ,t,"cont,voi,hi,lo,son"
match,28619,fosfoɾo,fɔʃfuɾu,s,ʃ,ant
match,28619,θɛɾiʎa,fɔʃfuɾu,ɾ,ʃ,"voi,ant,strid,hi,lo,son"
match,28619,θɛɾiʎa,fɔʃfuɾu,ʎ,ɾ,"ant,hi,lo"
match,28619,θɛɾiʎa,fɔʃfuɾu,θ,f,"cor,lab,strid"
meal,28730,komiða,ʁɨfɐisɐ̃ũ,k,ʁ,"cont,voi,strid,hi"
meal,28730,komiða,ʁɨfɐisɐ̃ũ,m,f,"cont,voi,nas,strid,son"
meal,28730,komiða,ʁɨfɐisɐ̃ũ,ð,s,"voi,strid"
measure,28801,meðiɾ,mɨdiɾ,ð,d,cont
medicine,28913,meðiθina,mɨdikɐmẽtu,n,m,"cor,lab"
medicine,28913,meðiθina,mɨdikɐmẽtu,ð,d,cont
medicine,28913,meðiθina,mɨdikɐmẽtu,θ,k,"cont,ant,cor,back,hi"
medicine,28913,meðiθina,ʁɨmɛdju,m,ʁ,"cont,nas,ant,lab,back,strid,son"
medicine,28913,meðiθina,ʁɨmɛdju,ð,m,"cont,nas,cor,lab,son"
medicine,28913,meðiθina,ʁɨmɛdju,θ,d,"cont,voi"
medicine,28913,remeðjo,mɨdikɐmẽtu,m,k,"voi,nas,ant,lab,back,hi,son"
medicine,28913,remeðjo,mɨdikɐmẽtu,r,d,"cont,hi,lo,son"
medicine,28913,remeðjo,mɨdikɐmẽtu,ð,m,"cont,nas,cor,lab,son"
medicine,28913,remeðjo,ʁɨmɛdju,r,ʁ,"ant,cor,back,strid,hi,lo,son"
medicine,28913,remeðjo,ʁɨmɛdju,ð,d,cont
meetinghouse,29019,kasa+ðe+reunjon,kazɐ+dɨ+ʁeuniɐ̃ũ,s,z,voi
meetinghouse,29019,kasa+ðe+reunjon,kazɐ+dɨ+ʁeuniɐ̃ũ,ð,d,cont
menshouse,29057,kasa+ðe+ombɾes,kazɐ+dɨ+ɔmẽʃ,s,z,voi
menshouse,29057,kasa+ðe+ombɾes,kazɐ+dɨ+ɔmẽʃ,s,ʃ,ant
menshouse,29057,kasa+ðe+ombɾes,kazɐ+dɨ+ɔmẽʃ,ð,d,cont
merchant,29065,komɛɾθjante,nɨgusjɐ̃tɨ,k,n,"voi,nas,ant,cor,back,hi,son"
merchant,29065,komɛɾθjante,nɨgusjɐ̃tɨ,m,g,"nas,ant,lab,back,hi,son"
merchant,29065,komɛɾθjante,nɨgusjɐ̃tɨ,θ,s,strid
mightyorpowerfulorstrong,29227,poðɛɾoso,fɔɾtɨ,p,f,"cont,strid"
mightyorpowerfulorstrong,29227,poðɛɾoso,fɔɾtɨ,s,t,"cont,strid"
mightyorpowerfulorstrong,29227,poðɛɾoso,pudɨɾɔzu,s,z,voi
mightyorpowerfulorstrong,29227,poðɛɾoso,pudɨɾɔzu,ð,d,cont
mill,29285,molino,moiɲu,n,ɲ,"ant,cor,hi"
mirror,29376,ɛspexo,ʃpɐʎu,s,ʃ,ant
mirror,29376,ɛspexo,ʃpɐʎu,x,ʎ,"voi,cor,back,son"
misplace,29449,pɛɾðɛɾ,pɨɾdeɾ,ð,d,cont
missatarget,29495,ɛraɾ,fɐʎaɾ,r,ʎ,"ant,hi,lo"
mix,29582,mistuɾaɾ,miʃtuɾaɾ,s,ʃ,ant
mix,29582,mistuɾaɾ,mɨʃeɾ,s,ʃ,ant
mix,29582,mɛθklaɾ,miʃtuɾaɾ,k,t,"ant,cor,back,hi"
mix,29582,mɛθklaɾ,miʃtuɾaɾ,l,ɾ,"hi,lo"
mix,29582,mɛθklaɾ,miʃtuɾaɾ,θ,ʃ,"ant,strid"
mix,29582,mɛθklaɾ,mɨʃeɾ,θ,ʃ,"ant,strid"
mold,29633,foɾmaɾ,mɔlˠdaɾ,f,m,"cont,voi,nas,strid,son"
mold,29633,foɾmaɾ,mɔlˠdaɾ,m,d,"nas,cor,lab,son"
mold,29633,foɾmaɾ,mɔlˠdaɾ,ɾ,lˠ,"hi,lo"
mold,29633,foɾmaɾ,ɐmɔlˠdaɾ,f,m,"cont,voi,nas,strid,son"
mold,29633,foɾmaɾ,ɐmɔlˠdaɾ,m,d,"nas,cor,lab,son"
mold,29633,foɾmaɾ,ɐmɔlˠdaɾ,ɾ,lˠ,"hi,lo"
mold,29633,moldeaɾ,mɔlˠdaɾ,l,lˠ,hi
mold,29633,moldeaɾ,ɐmɔlˠdaɾ,d,lˠ,"cont,hi,son"
money,29706,dinɛɾo,diɲɐiɾu,n,ɲ,"ant,cor,hi"
monkey,29745,mono,mɐkaku,n,k,"voi,nas,ant,cor,back,hi,son"
month,29776,mes,meʃ,s,ʃ,ant
more,29883,mas,maiʃ,s,ʃ,ant
mortarbinder,29968,aɾɣamasa,ɐɾgɐmasɐ,ɣ,g,cont
motherinlawofwoman,30103,sweɣɾa,sɔgɾɐ,ɣ,g,cont
mountainorhill,30149,loma,mõtɐɲɐ,l,t,"cont,voi,son"
mountainorhill,30149,loma,mõtɐɲɐ,m,ɲ,"ant,lab,hi"
mountainorhill,30149,loma,mɔʁu,l,m,"cont,nas,cor,lab"
mountainorhill,30149,loma,mɔʁu,m,ʁ,"cont,nas,ant,lab,back,strid,son"
mountainorhill,30149,montaɲa,mɔʁu,ɲ,ʁ,"cont,nas,back,strid,hi,son"
mountainorhill,30149,θɛro,mõtɐɲɐ,r,ɲ,"cont,nas,ant,cor,hi,lo"
mountainorhill,30149,θɛro,mõtɐɲɐ,θ,t,cont
mountainorhill,30149,θɛro,mɔʁu,r,ʁ,"ant,cor,back,strid,hi,lo,son"
mountainorhill,30149,θɛro,mɔʁu,θ,m,"cont,voi,nas,cor,lab,son"
move,30251,moβɛɾ,muveɾ,β,v,strid
mow,30317,kosetʃaɾ,sɐifaɾ,k,s,"cont,ant,cor,back,strid,hi"
mow,30317,kosetʃaɾ,sɐifaɾ,s,f,"cor,lab"
mow,30317,kosetʃaɾ,sɨgaɾ,k,s,"cont,ant,cor,back,strid,hi"
mow,30317,seɣaɾ,sɐifaɾ,ɣ,f,"voi,ant,lab,back,strid,hi"
mow,30317,seɣaɾ,sɨgaɾ,ɣ,g,cont
mud,30335,loðo,lɐmɐ,ð,m,"cont,nas,cor,lab,son"
mud,30335,loðo,lɔdu,ð,d,cont
mumble,30359,baɾβotaɾ,muɾmuɾaɾ,b,m,"nas,son"
mumble,30359,baɾβotaɾ,muɾmuɾaɾ,t,ɾ,"cont,voi,hi,lo,son"
mumble,30359,baɾβotaɾ,muɾmuɾaɾ,β,m,"cont,nas,son"
muroidmouseorrat,30399,rata,kɐmũdõgu,r,k,"cont,voi,ant,cor,back,hi,lo,son"
muroidmouseorrat,30399,rata,kɐmũdõgu,t,d,voi
muroidmouseorrat,30399,rata,ʁɐtiɲu,r,ʁ,"ant,cor,back,strid,hi,lo,son"
muroidmouseorrat,30399,raton,kɐmũdõgu,n,g,"nas,ant,cor,back,hi,son"
muroidmouseorrat,30399,raton,kɐmũdõgu,r,k,"cont,voi,ant,cor,back,hi,lo,son"
muroidmouseorrat,30399,raton,kɐmũdõgu,t,d,voi
muroidmouseorrat,30399,raton,ʁɐtiɲu,n,ɲ,"ant,cor,hi"
muroidmouseorrat,30399,raton,ʁɐtiɲu,r,ʁ,"ant,cor,back,strid,hi,lo,son"
naked,30603,dɛsnuðo,dɨʃpidu,n,p,"voi,nas,cor,lab,son"
naked,30603,dɛsnuðo,dɨʃpidu,s,ʃ,ant
naked,30603,dɛsnuðo,dɨʃpidu,ð,d,cont
near,30844,θɛɾka,pɛɾtu,k,t,"ant,cor,back,hi"
near,30844,θɛɾka,pɛɾtu,θ,p,"cont,cor,lab"
necklace,30939,koʎaɾ,kulaɾ,ʎ,l,"ant,hi"
neednoun,31042,neθesiðað,nɨsɨsidadɨ,ð,d,cont
neednoun,31042,neθesiðað,nɨsɨsidadɨ,ð,d,cont
neednoun,31042,neθesiðað,nɨsɨsidadɨ,θ,s,strid
neednoun,31042,neθesiðað,pɾɨsizaɾ,n,p,"voi,nas,cor,lab,son"
neednoun,31042,neθesiðað,pɾɨsizaɾ,ð,z,strid
neednoun,31042,neθesiðað,pɾɨsizaɾ,ð,ɾ,"hi,lo,son"
neednoun,31042,neθesiðað,pɾɨsizaɾ,θ,ɾ,"voi,hi,lo,son"
nephew,31071,soβɾino,subɾiɲu,n,ɲ,"ant,cor,hi"
nephew,31071,soβɾino,subɾiɲu,β,b,cont
nest,31085,niðo,niɲu,ð,ɲ,"cont,nas,ant,cor,hi,son"
nettle,31152,oɾtiɣa,uɾtigɐ,ɣ,g,cont
never,31188,xamas,ʒɐmaiʃ,s,ʃ,ant
never,31188,xamas,ʒɐmaiʃ,x,ʒ,"voi,cor,back,strid,hi"
new,31217,nweβo,nɔvu,β,v,strid
niece,31321,soβɾina,subɾiɲɐ,n,ɲ,"ant,cor,hi"
niece,31321,soβɾina,subɾiɲɐ,β,b,cont
nine,31395,nweβe,nɔvɨ,β,v,strid
noble,31511,noβle,nɔbɾɨ,l,ɾ,"hi,lo"
noble,31511,noβle,nɔbɾɨ,β,b,cont
nose,31596,naɾiθ,nɐɾiʃ,θ,ʃ,"ant,strid"
nothingorzero,31683,naða,nadɐ,ð,d,cont
nothingorzero,31688,θɛɾo,zɛɾu,θ,z,"voi,strid"
nut,31815,nwɛθ,nɔʃ,θ,ʃ,"ant,strid"
oar,31856,remo,ʁɛmu,r,ʁ,"ant,cor,back,strid,hi,lo,son"
oath,31910,xuɾamento,ʒuɾɐmẽtu,x,ʒ,"voi,cor,back,strid,hi"
oilorganicsubstance,32138,aθeite,ɔliu,θ,l,"voi,son"
old,32194,bjexo,vɛʎu,b,v,"cont,strid"
old,32194,bjexo,vɛʎu,x,ʎ,"voi,cor,back,son"
olderbrother,32278,ɛɾmano+maʝoɾ,iɾmɐ̃ũ+maiʃ+vɛʎu,m,v,"cont,nas,strid,son"
olderbrother,32278,ɛɾmano+maʝoɾ,iɾmɐ̃ũ+maiʃ+vɛʎu,n,m,"cor,lab"
olderbrother,32278,ɛɾmano+maʝoɾ,iɾmɐ̃ũ+maiʃ+vɛʎu,ʝ,ʎ,"cor,son"
oldersister,32295,ɛɾmana+maʝoɾ,iɾmɐ̃+maiʃ+vɛʎɐ,m,v,"cont,nas,strid,son"
oldersister,32295,ɛɾmana+maʝoɾ,iɾmɐ̃+maiʃ+vɛʎɐ,n,m,"cor,lab"
oldersister,32295,ɛɾmana+maʝoɾ,iɾmɐ̃+maiʃ+vɛʎɐ,ʝ,ʎ,"cor,son"
oldman,32311,anθjano,vɛʎu,n,ʎ,"cont,nas,ant,hi"
oldman,32311,anθjano,vɛʎu,θ,v,"voi,cor,lab,strid"
olive,32353,oliβa,ɐzɐitonɐ,l,z,"strid,son"
olive,32353,oliβa,ɐzɐitonɐ,β,n,"cont,nas,cor,lab,son"
omen,32381,aɣwɛɾo,pɾɨsaʒju,ɣ,s,"voi,ant,cor,back,strid,hi"
omen,32381,aɣwɛɾo,pɾɨsaʒju,ɾ,j,"ant,cor,hi,lo"
omen,32381,pɾesaxjo,pɾɨsaʒju,x,ʒ,"voi,cor,back,strid,hi"
open,32602,aβɾiɾ,ɐbɛɾtu,β,b,cont
open,32602,aβɾiɾ,ɐbɾiɾ,β,b,cont
ornament,32720,oɾnato,ɐdɔɾnu,t,n,"voi,nas,son"
ornament,32720,oɾnato,ɐdɔɾnu,ɾ,d,"cont,hi,lo,son"
ornament,32720,oɾnato,ẽfɐitɨ,n,f,"cont,voi,nas,cor,lab,strid,son"
outrigger,32810,batanga,ʒɐ̃gadɐ,b,ʒ,"cont,ant,cor,lab,strid"
outrigger,32810,batanga,ʒɐ̃gadɐ,n,d,"nas,son"
outrigger,32810,batanga,ʒɐ̃gadɐ,t,g,"voi,ant,cor,back,hi"
owe,32873,deβɛɾ,dɨveɾ,β,v,strid
owl,32899,letʃuθa,kuɾuʒɐ,l,k,"cont,voi,ant,cor,back,hi,son"
owl,32899,letʃuθa,kuɾuʒɐ,θ,ʒ,"voi,ant,strid"
paddle,33026,remo+koɾto,ʁɛmu,r,ʁ,"ant,cor,back,strid,hi,lo,son"
palmofhand,33183,palma+ðe+la+mano,palˠmɐ+dɨ+mɐ̃ũ,l,d,"cont,son"
palmofhand,33183,palma+ðe+la+mano,palˠmɐ+dɨ+mɐ̃ũ,l,lˠ,hi
palmtree,33218,palmɛɾa,palˠmɐiɾɐ,l,lˠ,hi
pan,33239,kaθwela,pɐnɛlɐ,k,p,"ant,lab,back,hi"
pan,33239,kaθwela,pɐnɛlɐ,θ,n,"cont,voi,nas,son"
pan,33239,kaθɛɾola,pɐnɛlɐ,k,p,"ant,lab,back,hi"
pan,33239,kaθɛɾola,pɐnɛlɐ,θ,n,"cont,voi,nas,son"
parents,33286,paðɾes,paiʃ,s,ʃ,ant
path,33563,kamino,kɐmiɲu,n,ɲ,"ant,cor,hi"
pay,33674,paɣaɾ,pɐgaɾ,ɣ,g,cont
peace,33721,paθ,paʃ,θ,ʃ,"ant,strid"
pen,33761,pluma,kɐnɛtɐ,l,n,"cont,nas"
pen,33761,pluma,kɐnɛtɐ,m,t,"voi,nas,cor,lab,son"
pen,33761,pluma,kɐnɛtɐ,p,k,"ant,lab,back,hi"
people,33816,pweβlo,pɔvu,β,v,strid
people,33816,xente,pɔvu,t,v,"cont,voi,cor,lab,strid"
people,33816,xente,pɔvu,x,p,"cont,ant,lab,back,hi"
perjury,33907,pɛɾxuɾjo,pɨɾʒuɾju,x,ʒ,"voi,cor,back,strid,hi"
pestle,34012,mano+ðe+moɾtɛɾo,mɐ̃ũ+dɨ+pilɐ̃ũ,t,p,"cor,lab"
pestle,34012,mano+ðe+moɾtɛɾo,mɐ̃ũ+dɨ+pilɐ̃ũ,ð,d,cont
pestle,34012,mano+ðe+moɾtɛɾo,mɐ̃ũ+dɨ+pilɐ̃ũ,ɾ,l,"hi,lo"
physician,34033,doktoɾ,mɛdiku,d,m,"nas,cor,lab,son"
physician,34033,doktoɾ,mɛdiku,k,d,"voi,ant,cor,back,hi"
physician,34033,meðiko,mɛdiku,ð,d,cont
pig,34244,θɛɾðo,pɔɾku,ð,k,"cont,voi,ant,cor,back,hi"
pig,34244,θɛɾðo,pɔɾku,θ,p,"cont,cor,lab"
pileup,34311,amontonaɾ,ẽpiʎaɾ,n,ʎ,"cont,nas,ant,hi"
pileup,34311,amontonaɾ,ẽpiʎaɾ,t,p,"cor,lab"
pillow,34341,almoaða,alˠmufadɐ,l,lˠ,hi
pillow,34341,almoaða,alˠmufadɐ,ð,d,cont
pillow,34341,almoaða,tɾɐvɨsɐiɾu,l,ɾ,"hi,lo"
pillow,34341,almoaða,tɾɐvɨsɐiɾu,ð,s,"voi,strid"
pinch,34392,peʎiθkaɾ,bɨliʃkaɾ,p,b,voi
pinch,34392,peʎiθkaɾ,bɨliʃkaɾ,ʎ,l,"ant,hi"
pinch,34392,peʎiθkaɾ,bɨliʃkaɾ,θ,ʃ,"ant,strid"
pine,34413,pino,piɲɐiɾu,n,ɲ,"ant,cor,hi"
piss,34477,meaɾ,uɾinaɾ,m,ɾ,"cont,nas,cor,lab,hi,lo"
pitchfork,34505,oɾkɛta,fuɾkadu,t,d,voi
pitchfork,34505,oɾkɛta,fuɾkiʎɐ,t,ʎ,"cont,voi,ant,hi,son"
pity,34536,lastima,kõpɐiʃɐ̃ũ,l,k,"cont,voi,ant,cor,back,hi,son"
pity,34536,lastima,kõpɐiʃɐ̃ũ,m,ʃ,"cont,voi,nas,ant,cor,lab,strid,son"
pity,34536,lastima,kõpɐiʃɐ̃ũ,t,p,"cor,lab"
pity,34536,lastima,pɛnɐ,m,n,"cor,lab"
pity,34536,lastima,pɛnɐ,t,p,"cor,lab"
placeposition,34564,luɣaɾ,lugaɾ,ɣ,g,cont
placeposition,34564,luɣaɾ,ʃpasu,l,ʃ,"voi,ant,strid,son"
plain,34632,ʎanuɾa,kɐ̃pu,n,p,"voi,nas,cor,lab,son"
plain,34632,ʎanuɾa,kɐ̃pu,ʎ,k,"cont,voi,cor,back,son"
plain,34632,ʎanuɾa,sɐvɐ̃na,n,v,"cont,nas,cor,lab,strid,son"
plain,34632,ʎanuɾa,sɐvɐ̃na,ɾ,n,"cont,nas,hi,lo"
plain,34632,ʎanuɾa,sɐvɐ̃na,ʎ,s,"voi,ant,strid,hi,son"
plain,34643,kampo,plɐnisiɨ,k,p,"ant,lab,back,hi"
plain,34643,kampo,plɐnisiɨ,m,n,"cor,lab"
plain,34643,kampo,plɐnisiɨ,p,s,"cont,cor,lab,strid"
plain,34643,pampa,plɐnisiɨ,m,n,"cor,lab"
plain,34643,pampa,plɐnisiɨ,p,s,"cont,cor,lab,strid"
plaintiff,34666,demandante,kwɐiʃɔzu,d,k,"voi,ant,cor,back,hi"
plaintiff,34666,demandante,kwɐiʃɔzu,d,ʃ,"cont,voi,ant,strid"
plaintiff,34666,demandante,kwɐiʃɔzu,t,z,"cont,voi,strid"
plantsomething,34684,plantaɾ,sɨmiaɾ,l,s,"voi,strid,son"
plantsomething,34684,plantaɾ,sɨmiaɾ,n,m,"cor,lab"
plantsomething,34684,sembɾaɾ,plɐ̃taɾ,b,t,"voi,cor,lab"
plantsomething,34684,sembɾaɾ,plɐ̃taɾ,s,p,"cont,cor,lab,strid"
plate,34736,plato,pɾatu,l,ɾ,"hi,lo"
play,34774,xuɣaɾ,bɾĩkaɾ,x,b,"cont,voi,ant,lab,back,hi"
play,34774,xuɣaɾ,bɾĩkaɾ,ɣ,k,"cont,voi"
plot,34823,konspiɾaθjon,kõʃpiɾɐsɐ̃ũ,s,ʃ,ant
plot,34823,konspiɾaθjon,kõʃpiɾɐsɐ̃ũ,θ,s,strid
pocket,34871,bolsiʎo,bɔlˠsu,l,lˠ,hi
poison,34948,beneno,vɨnɛnu,b,v,"cont,strid"
poncho,34970,pontʃo,põʃu,n,ʃ,"cont,voi,nas,ant,strid,son"
poncho,34970,rwana,põʃu,n,ʃ,"cont,voi,nas,ant,strid,son"
poncho,34970,rwana,põʃu,w,p,"cont,voi,ant,back,round,hi,son"
potato,35141,papa,bɐtatɐ,p,b,voi
potato,35141,papa,bɐtatɐ,p,t,"cor,lab"
pound,35206,matʃakaɾ+kon+ɛl+puɲo,bɐteɾ+kõ+u+puɲu,k,t,"ant,cor,back,hi"
pound,35206,matʃakaɾ+kon+ɛl+puɲo,bɐteɾ+kõ+u+puɲu,m,b,"nas,son"
pour,35227,dɛramaɾ,vɨɾteɾ,d,v,"cont,cor,lab,strid"
pour,35227,dɛramaɾ,vɨɾteɾ,m,t,"voi,nas,cor,lab,son"
pour,35227,dɛramaɾ,vɨɾteɾ,r,ɾ,
pour,35237,baθjaɾ,dɨʃpɨʒaɾ,b,d,"cor,lab"
pour,35237,baθjaɾ,dɨʃpɨʒaɾ,θ,ʃ,"ant,strid"
praise,35348,ɛksaltaɾ,iluʒjaɾ,l,ʒ,"ant,strid,son"
praise,35348,ɛksaltaɾ,iluʒjaɾ,s,l,"voi,strid,son"
praise,35348,ɛksaltaɾ,iluʒjaɾ,t,j,"cont,voi,ant,cor,hi,son"
preach,35391,pɾeðikaɾ,pɾɨgaɾ,k,g,voi
precipice,35426,akantilaðo,pɨɲaʃku,k,p,"ant,lab,back,hi"
precipice,35426,akantilaðo,pɨɲaʃku,l,ʃ,"voi,ant,strid,son"
precipice,35426,akantilaðo,pɨɲaʃku,n,ɲ,"ant,cor,hi"
precipice,35426,akantilaðo,pɨɲaʃku,ð,k,"cont,voi,ant,cor,back,hi"
precipice,35426,baranka,pɨɲaʃku,b,p,voi
precipice,35426,baranka,pɨɲaʃku,n,ʃ,"cont,voi,nas,ant,strid,son"
precipice,35426,baranka,pɨɲaʃku,r,ɲ,"cont,nas,ant,cor,hi,lo"
pregnant,35452,pɾeɲaða,gɾavidɐ,p,g,"voi,ant,lab,back,hi"
pregnant,35452,pɾeɲaða,gɾavidɐ,ð,d,cont
pregnant,35452,pɾeɲaða,gɾavidɐ,ɲ,v,"cont,nas,ant,lab,strid,hi,son"
preserve,35520,konsɛɾβaɾ,pɾɨzɨɾvaɾ,k,p,"ant,lab,back,hi"
preserve,35520,konsɛɾβaɾ,pɾɨzɨɾvaɾ,s,z,voi
preserve,35520,konsɛɾβaɾ,pɾɨzɨɾvaɾ,β,v,strid
preserve,35520,pɾotexɛɾ,pɾɨzɨɾvaɾ,t,z,"cont,voi,strid"
preserve,35520,pɾotexɛɾ,pɾɨzɨɾvaɾ,x,v,"voi,ant,lab,back,strid,hi"
price,35635,pɾeθjo,pɾɛsu,θ,s,strid
priest,35682,pɾɛsβitɛɾo,sɐsɨɾdɔtɨ,p,s,"cont,cor,lab,strid"
priest,35682,pɾɛsβitɛɾo,sɐsɨɾdɔtɨ,t,d,voi
priest,35682,pɾɛsβitɛɾo,sɐsɨɾdɔtɨ,ɾ,t,"cont,voi,hi,lo,son"
prison,35692,kaɾθɛl,pɾizɐ̃ũ,k,p,"ant,lab,back,hi"
prisoner,35717,kautiβo,kɐtivu,β,v,strid
prisoner,35717,kautiβo,pɾizjunɐiɾu,k,p,"ant,lab,back,hi"
prisoner,35717,kautiβo,pɾizjunɐiɾu,t,z,"cont,voi,strid"
prisoner,35717,kautiβo,pɾizjunɐiɾu,β,n,"cont,nas,cor,lab,son"
prisoner,35717,pɾisjonɛɾo,kɐtivu,p,k,"ant,lab,back,hi"
prisoner,35717,pɾisjonɛɾo,kɐtivu,s,t,"cont,strid"
prisoner,35717,pɾisjonɛɾo,kɐtivu,ɾ,v,"cor,lab,strid,hi,lo,son"
prisoner,35717,pɾisjonɛɾo,pɾizjunɐiɾu,s,z,voi
prostitute,35838,pɾostituta,pɾuʃtitutɐ,s,ʃ,ant
proud,35864,oɾɣuʎoso,oɾguʎɔzu,s,z,voi
proud,35864,oɾɣuʎoso,oɾguʎɔzu,ɣ,g,cont
pubichair,35904,pelo+puβiko,pelu+pubiku,β,b,cont
pull,35922,tiɾaɾ,puʃaɾ,t,p,"cor,lab"
pull,35922,tiɾaɾ,puʃaɾ,ɾ,ʃ,"voi,ant,strid,hi,lo,son"
pull,35922,xalaɾ,puʃaɾ,l,ʃ,"voi,ant,strid,son"
pull,35922,xalaɾ,puʃaɾ,x,p,"cont,ant,lab,back,hi"
pulloffskin,35950,desoʎaɾ,ʃfulaɾ,d,ʃ,"cont,voi,ant,strid"
pulloffskin,35950,desoʎaɾ,ʃfulaɾ,s,f,"cor,lab"
pulloffskin,35950,desoʎaɾ,ʃfulaɾ,ʎ,l,"ant,hi"
pumpkin,35982,kalaβaθa,ɐbɔbuɾɐ,l,b,"cont,cor,lab,son"
pumpkin,35982,kalaβaθa,ɐbɔbuɾɐ,β,b,cont
pumpkin,35982,kalaβaθa,ɐbɔbuɾɐ,θ,ɾ,"voi,hi,lo,son"
pumpkin,35982,kalaβaθo,ɐbɔbuɾɐ,l,b,"cont,cor,lab,son"
pumpkin,35982,kalaβaθo,ɐbɔbuɾɐ,β,b,cont
pumpkin,35982,kalaβaθo,ɐbɔbuɾɐ,θ,ɾ,"voi,hi,lo,son"
pumpkin,35982,θapaʎo,ɐbɔbuɾɐ,p,b,voi
pumpkin,35982,θapaʎo,ɐbɔbuɾɐ,ʎ,ɾ,"ant,hi,lo"
pumpkin,35982,θapaʎo,ɐbɔbuɾɐ,θ,b,"cont,voi,cor,lab"
punishment,35997,kastiɣo,punisɐ̃ũ,k,p,"ant,lab,back,hi"
punishment,35997,kastiɣo,punisɐ̃ũ,t,n,"voi,nas,son"
punishment,35997,kastiɣo,punisɐ̃ũ,ɣ,s,"voi,ant,cor,back,strid,hi"
pursue,36051,pɛɾseɣiɾ,pɨɾsɨgiɾ,ɣ,g,cont
pus,36069,pus,puʃ,s,ʃ,ant
puton,36143,bɛstiɾse,vɨʃtiɾ,b,v,"cont,strid"
puton,36143,bɛstiɾse,vɨʃtiɾ,s,ʃ,ant
quarrel,36208,disputa,diʃputɐ,s,ʃ,ant
quarrel,36208,disputa,lutɐ,d,l,"cont,son"
quarrel,36208,lutʃa,diʃputɐ,l,d,"cont,son"
quarrel,36208,pleito,diʃputɐ,l,ʃ,"voi,ant,strid,son"
quarrel,36208,pleito,diʃputɐ,p,d,"voi,cor,lab"
queen,36236,reina,ʁaiɲɐ,n,ɲ,"ant,cor,hi"
rabbit,36264,konexo,kuɐʎu,x,ʎ,"voi,cor,back,son"
rag,36352,tɾapo,lẽsu,p,s,"cont,cor,lab,strid"
rag,36352,tɾapo,lẽsu,ɾ,l,"hi,lo"
rag,36354,paɲwelo,tɾapu,l,p,"cont,voi,cor,lab,son"
rag,36354,paɲwelo,tɾapu,p,t,"cor,lab"
rag,36354,paɲwelo,tɾapu,ɲ,ɾ,"cont,nas,ant,cor,hi,lo"
rainprecipitation,36422,ʎuβja,ʃuvɐ,ʎ,ʃ,"voi,strid,hi,son"
rainprecipitation,36422,ʎuβja,ʃuvɐ,β,v,strid
rake,36494,rastɾiʎo,ɐ̃siɲu,ʎ,ɲ,"cont,nas,cor"
rake,36494,rastɾo,ɐ̃siɲu,ɾ,ɲ,"cont,nas,ant,cor,hi,lo"
rape,36543,bjolaθjon,vjulɐsɐ̃ũ,b,v,"cont,strid"
rape,36543,bjolaθjon,vjulɐsɐ̃ũ,θ,s,strid
rape,36543,bjolaθjon,ʃtupɾu,j,ɾ,"ant,cor,hi,lo"
rape,36543,bjolaθjon,ʃtupɾu,j,ʃ,"voi,cor,strid,hi,son"
rape,36543,bjolaθjon,ʃtupɾu,l,t,"cont,voi,son"
rape,36543,bjolaθjon,ʃtupɾu,θ,p,"cont,cor,lab"
rattle,36571,kaskaβɛl,gizu,k,g,voi
rattle,36571,kaskaβɛl,gizu,s,z,voi
rattle,36571,kaskaβɛl,mɐtɾakɐ,k,m,"voi,nas,ant,lab,back,hi,son"
rattle,36571,kaskaβɛl,mɐtɾakɐ,k,ɾ,"cont,voi,ant,cor,back,hi,lo,son"
rattle,36571,kaskaβɛl,mɐtɾakɐ,s,t,"cont,strid"
rattle,36571,kaskaβɛl,mɐtɾakɐ,β,k,"cont,voi,ant,lab,back,hi"
rattle,36571,matɾaka,gizu,m,g,"nas,ant,lab,back,hi,son"
rattle,36571,matɾaka,gizu,t,z,"cont,voi,strid"
razor,36642,naβaxa+ðe+afeitaɾ,nɐvaʎɐ+dɨ+baɾbɐ,f,b,"cont,voi,strid"
razor,36642,naβaxa+ðe+afeitaɾ,nɐvaʎɐ+dɨ+baɾbɐ,t,b,"voi,cor,lab"
razor,36642,naβaxa+ðe+afeitaɾ,nɐvaʎɐ+dɨ+baɾbɐ,x,ʎ,"voi,cor,back,son"
razor,36642,naβaxa+ðe+afeitaɾ,nɐvaʎɐ+dɨ+baɾbɐ,ð,d,cont
razor,36642,naβaxa+ðe+afeitaɾ,nɐvaʎɐ+dɨ+baɾbɐ,β,v,strid
ready,36685,listo,pɾõtu,l,p,"cont,voi,cor,lab,son"
